,AL-GR,AL-ME,AT-CH,AT-CZ,AT-DE_LU,AT-HU,AT-IT,AT-SI,BA-HR,BA-ME,BA-RS,BE-DE_LU,BE-FR,BE-GB,BE-LU,BE-NL,BG-GR,BG-MK,BG-RO,BG-RS,BG-TR,CH-AT,CH-DE_LU,CH-FR,CH-IT,CZ-AT,CZ-DE_LU,CZ-PL,CZ-SK,DE_LU-AT,DE_LU-BE,DE_LU-CH,DE_LU-CZ,DE_LU-FR,DE_LU-NL,DE_LU-PL,DK-NL,DK-NO,DK-SE,EE-FI,EE-LV,ES-FR,ES-PT,FI-EE,FI-NO,FI-SE,FR-BE,FR-CH,FR-DE_LU,FR-ES,FR-GB,FR-IT,GB-BE,GB-FR,GB-IE,GB-NL,GB-NO,GR-AL,GR-BG,GR-IT,GR-MK,GR-TR,HR-BA,HR-HU,HR-RS,HR-SI,HU-AT,HU-HR,HU-RO,HU-RS,HU-SI,HU-SK,IE-GB,IT-AT,IT-CH,IT-FR,IT-GR,IT-ME,IT-MT,IT-SI,LT-LV,LT-PL,LT-SE,LU-BE,LV-EE,LV-LT,ME-AL,ME-BA,ME-IT,ME-RS,MK-BG,MK-GR,MK-RS,MT-IT,NL-BE,NL-DE_LU,NL-DK,NL-GB,NL-NO,NO-DK,NO-FI,NO-GB,NO-NL,NO-SE,PL-CZ,PL-DE_LU,PL-LT,PL-SE,PL-SK,PT-ES,RO-BG,RO-HU,RO-RS,RS-BA,RS-BG,RS-HR,RS-HU,RS-ME,RS-MK,RS-RO,SE-DK,SE-FI,SE-LT,SE-NO,SE-PL,SI-AT,SI-HR,SI-HU,SI-IT,SK-CZ,SK-HU,SK-PL,TR-BG,TR-GR
2022-05-31 22:00:00+00:00,8.0,26.0,182.0,0.0,1181.0,487.0,247.0,808.0,190.0,356.0,0.0,613.0,1763.0,0.0,64.0,0.0,449.0,407.0,89.0,435.0,330.0,0.0,47.0,0.0,2904.0,1383.0,945.0,0.0,1279.0,983.0,0.0,1079.0,0.0,201.0,0.0,485.0,5.0,0.0,0.0,0.0,795.0,0.0,1044.0,1011.0,0.0,0.0,0.0,381.0,1.0,1340.0,0.0,1660.0,990.0,2095.0,0.0,831.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,0.0,586.0,43.0,86.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,0.0,0.0,50.0,0.0,0.0,0.0,381.0,8.0,0.0,390.0,172.0,0.0,453.0,53.0,0.0,669.0,1658.0,0.0,0.0,0.0,952.0,65.0,676.0,0.0,471.0,1359.0,0.0,0.0,0.0,1128.0,0.0,17.0,0.0,343.0,56.0,0.0,44.0,0.0,0.0,0.0,0.0,1091.0,1495.0,413.0,459.0,347.0,0.0,0.0,,770.0,0.0,1605.0,0.0,0.0,460.0
2022-05-31 22:15:00+00:00,,,,,1365.0,343.0,,856.0,,,,622.0,,0.0,89.0,,,,,,,,13.0,,,,,,,1038.0,0.0,1322.0,,,0.0,,,,,,,,,,,,,,,,,,1001.0,,,830.0,,,,,,,,,,,0.0,,25.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,1481.0,,0.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,0.0,,,,,,,,
2022-05-31 22:30:00+00:00,,,,,1296.0,342.0,,791.0,,,,632.0,,0.0,94.0,,,,,,,,8.0,,,,,,,841.0,0.0,1190.0,,,0.0,,,,,,,,,,,,,,,,,,1001.0,,,830.0,,,,,,,,,,,0.0,,25.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,1482.0,,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,0.0,,,,,,,,
2022-05-31 22:45:00+00:00,,,,,1326.0,367.0,,790.0,,,,651.0,,0.0,100.0,,,,,,,,0.0,,,,,,,860.0,0.0,1398.0,,,0.0,,,,,,,,,,,,,,,,,,1001.0,,,905.0,,,,,,,,,,,0.0,,22.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,1466.0,,0.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,0.0,,,,,,,,
2022-05-31 23:00:00+00:00,6.0,57.0,133.0,0.0,1409.0,281.0,238.0,801.0,427.0,208.0,0.0,753.0,1881.0,0.0,94.0,0.0,448.0,395.0,194.0,436.0,330.0,0.0,0.0,0.0,2737.0,1259.0,955.0,0.0,988.0,1040.0,0.0,1772.0,0.0,89.0,0.0,393.0,63.0,0.0,0.0,0.0,779.0,0.0,1171.0,993.0,0.0,0.0,0.0,807.0,77.0,1097.0,10.0,2285.0,1001.0,1880.0,0.0,1053.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,492.0,0.0,588.0,2.0,5.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,0.0,0.0,82.0,0.0,0.0,0.0,380.0,0.0,4.0,356.0,194.0,0.0,475.0,55.0,0.0,445.0,1268.0,0.0,0.0,0.0,952.0,65.0,306.0,0.0,508.0,1327.0,48.0,0.0,0.0,1056.0,0.0,0.0,25.0,410.0,113.0,0.0,143.0,20.0,0.0,0.0,0.0,1126.0,1220.0,413.0,690.0,347.0,0.0,0.0,,1106.0,0.0,1407.0,0.0,0.0,493.0
2022-05-31 23:15:00+00:00,,,,,1314.0,262.0,,744.0,,,,733.0,,0.0,101.0,,,,,,,,0.0,,,,,,,995.0,0.0,1826.0,,,0.0,,,,,,,,,,,,,,,,,,1001.0,,,1053.0,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,1117.0,,0.0,,,,,,,,,,,,,,23.0,,,,,,,,,,,,,,0.0,,,,,,,,
2022-05-31 23:30:00+00:00,,,,,1357.0,257.0,,718.0,,,,661.0,,0.0,110.0,,,,,,,,0.0,,,,,,,946.0,0.0,1840.0,,,0.0,,,,,,,,,,,,,,,,,,1001.0,,,1053.0,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,1049.0,,0.0,,,,,,,,,,,,,,32.0,,,,,,,,,,,,,,2.0,,,,,,,,
2022-05-31 23:45:00+00:00,,,,,1357.0,271.0,,701.0,,,,639.0,,0.0,126.0,,,,,,,,0.0,,,,,,,899.0,0.0,1790.0,,,0.0,,,,,,,,,,,,,,,,,,1001.0,,,1053.0,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,1060.0,,0.0,,,,,,,,,,,,,,21.0,,,,,,,,,,,,,,3.0,,,,,,,,
2022-06-01 00:00:00+00:00,1.0,69.0,38.0,0.0,1178.0,179.0,232.0,620.0,429.0,230.0,0.0,793.0,975.0,0.0,170.0,440.0,450.0,396.0,206.0,452.0,345.0,0.0,0.0,0.0,2189.0,1341.0,1074.0,0.0,933.0,680.0,0.0,1662.0,0.0,0.0,0.0,377.0,44.0,0.0,0.0,0.0,788.0,0.0,1189.0,999.0,0.0,0.0,0.0,1207.0,743.0,992.0,0.0,2316.0,1001.0,2724.0,0.0,1054.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,341.0,0.0,630.0,0.0,13.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,0.0,0.0,92.0,0.0,0.0,0.0,402.0,1.0,3.0,396.0,243.0,0.0,467.0,23.0,0.0,0.0,1413.0,0.0,0.0,0.0,952.0,65.0,23.0,0.0,535.0,1375.0,136.0,0.0,0.0,1105.0,0.0,0.0,36.0,463.0,113.0,0.0,122.0,10.0,0.0,0.0,0.0,1098.0,1011.0,413.0,767.0,347.0,16.0,0.0,,867.0,0.0,1422.0,0.0,0.0,521.0
2022-06-01 00:15:00+00:00,,,,,1018.0,204.0,,641.0,,,,882.0,,0.0,202.0,,,,,,,,0.0,,,,,,,627.0,0.0,1564.0,,,0.0,,,,,,,,,,,,,,,,,,1001.0,,,1054.0,,,,,,,,,,,0.0,,2.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,1698.0,,0.0,,,,,,,,,,,,,,16.0,,,,,,,,,,,,,,8.0,,,,,,,,
2022-06-01 00:30:00+00:00,,,,,1008.0,157.0,,625.0,,,,889.0,,0.0,204.0,,,,,,,,0.0,,,,,,,622.0,0.0,1519.0,,,0.0,,,,,,,,,,,,,,,,,,1001.0,,,1054.0,,,,,,,,,,,0.0,,3.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,1743.0,,0.0,,,,,,,,,,,,,,20.0,,,,,,,,,,,,,,7.0,,,,,,,,
2022-06-01 00:45:00+00:00,,,,,897.0,209.0,,616.0,,,,910.0,,0.0,213.0,,,,,,,,0.0,,,,,,,569.0,0.0,1373.0,,,0.0,,,,,,,,,,,,,,,,,,1001.0,,,1054.0,,,,,,,,,,,0.0,,22.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,1796.0,,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,2.0,,,,,,,,
2022-06-01 01:00:00+00:00,1.0,61.0,151.0,0.0,899.0,169.0,219.0,589.0,428.0,238.0,0.0,1037.0,504.0,0.0,209.0,720.0,448.0,383.0,216.0,417.0,374.0,0.0,0.0,0.0,1304.0,1258.0,850.0,0.0,1011.0,716.0,0.0,1188.0,0.0,0.0,0.0,412.0,27.0,0.0,0.0,0.0,804.0,0.0,1178.0,999.0,0.0,0.0,0.0,1147.0,1094.0,1117.0,0.0,2052.0,1001.0,2795.0,0.0,995.0,1.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,272.0,0.0,561.0,4.0,3.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,116.0,0.0,0.0,0.0,435.0,0.0,2.0,401.0,244.0,0.0,490.0,27.0,0.0,0.0,1600.0,0.0,0.0,0.0,952.0,65.0,0.0,0.0,562.0,1513.0,34.0,0.0,0.0,1178.0,0.0,0.0,11.0,434.0,107.0,0.0,122.0,16.0,0.0,0.0,0.0,1049.0,901.0,413.0,861.0,347.0,2.0,0.0,,634.0,0.0,1458.0,0.0,0.0,500.0
2022-06-01 01:15:00+00:00,,,,,904.0,110.0,,574.0,,,,1000.0,,0.0,168.0,,,,,,,,0.0,,,,,,,691.0,0.0,1071.0,,,0.0,,,,,,,,,,,,,,,,,,1001.0,,,995.0,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,1567.0,,0.0,,,,,,,,,,,,,,18.0,,,,,,,,,,,,,,2.0,,,,,,,,
2022-06-01 01:30:00+00:00,,,,,813.0,96.0,,669.0,,,,1043.0,,0.0,193.0,,,,,,,,0.0,,,,,,,550.0,0.0,904.0,,,0.0,,,,,,,,,,,,,,,,,,1001.0,,,995.0,,,,,,,,,,,0.0,,3.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,1719.0,,0.0,,,,,,,,,,,,,,13.0,,,,,,,,,,,,,,0.0,,,,,,,,
2022-06-01 01:45:00+00:00,,,,,804.0,94.0,,673.0,,,,1054.0,,0.0,201.0,,,,,,,,0.0,,,,,,,488.0,0.0,953.0,,,0.0,,,,,,,,,,,,,,,,,,1001.0,,,995.0,,,,,,,,,,,0.0,,3.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,1787.0,,0.0,,,,,,,,,,,,,,15.0,,,,,,,,,,,,,,0.0,,,,,,,,
2022-06-01 02:00:00+00:00,0.0,67.0,153.0,0.0,812.0,70.0,235.0,713.0,424.0,245.0,0.0,1036.0,393.0,0.0,175.0,704.0,443.0,385.0,165.0,418.0,343.0,0.0,0.0,0.0,1333.0,1364.0,741.0,0.0,1104.0,524.0,0.0,1060.0,36.0,0.0,0.0,473.0,0.0,0.0,0.0,0.0,792.0,0.0,1170.0,999.0,0.0,0.0,0.0,1234.0,1239.0,1333.0,0.0,2061.0,1000.0,2824.0,0.0,996.0,2.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,295.0,0.0,590.0,2.0,7.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,0.0,0.0,133.0,0.0,0.0,0.0,449.0,0.0,2.0,419.0,245.0,0.0,475.0,22.0,0.0,0.0,1669.0,55.0,0.0,0.0,951.0,65.0,0.0,0.0,685.0,1608.0,2.0,0.0,0.0,1241.0,0.0,0.0,13.0,437.0,115.0,0.0,123.0,10.0,0.0,0.0,0.0,1033.0,1091.0,413.0,641.0,347.0,0.0,0.0,,725.0,0.0,1565.0,0.0,0.0,506.0
2022-06-01 02:15:00+00:00,,,,,762.0,90.0,,750.0,,,,1022.0,,0.0,166.0,,,,,,,,0.0,,,,,,,536.0,0.0,1040.0,,,0.0,,,,,,,,,,,,,,,,,,1001.0,,,995.0,,,,,,,,,,,0.0,,9.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,1621.0,,0.0,,,,,,,,,,,,,,7.0,,,,,,,,,,,,,,0.0,,,,,,,,
2022-06-01 02:30:00+00:00,,,,,707.0,36.0,,709.0,,,,980.0,,0.0,155.0,,,,,,,,0.0,,,,,,,615.0,0.0,994.0,,,0.0,,,,,,,,,,,,,,,,,,1001.0,,,995.0,,,,,,,,,,,2.0,,1.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,1641.0,,0.0,,,,,,,,,,,,,,23.0,,,,,,,,,,,,,,0.0,,,,,,,,
2022-06-01 02:45:00+00:00,,,,,660.0,43.0,,699.0,,,,846.0,,0.0,109.0,,,,,,,,0.0,,,,,,,624.0,0.0,1027.0,,,0.0,,,,,,,,,,,,,,,,,,1001.0,,,995.0,,,,,,,,,,,2.0,,3.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,1631.0,,0.0,,,,,,,,,,,,,,16.0,,,,,,,,,,,,,,0.0,,,,,,,,
2022-06-01 03:00:00+00:00,0.0,47.0,27.0,0.0,596.0,67.0,215.0,607.0,293.0,324.0,0.0,794.0,409.0,0.0,72.0,507.0,421.0,362.0,155.0,376.0,338.0,0.0,0.0,0.0,1356.0,1530.0,718.0,0.0,1207.0,594.0,0.0,980.0,139.0,0.0,0.0,692.0,52.0,0.0,0.0,0.0,776.0,0.0,784.0,996.0,0.0,0.0,0.0,1111.0,1224.0,1390.0,0.0,2040.0,1001.0,2868.0,0.0,996.0,2.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,262.0,0.0,481.0,47.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,0.0,0.0,0.0,0.0,0.0,0.0,454.0,2.0,0.0,460.0,215.0,0.0,469.0,27.0,0.0,0.0,1678.0,0.0,0.0,0.0,934.0,65.0,0.0,0.0,1054.0,1493.0,0.0,51.0,0.0,1196.0,0.0,0.0,0.0,461.0,79.0,0.0,107.0,28.0,0.0,0.0,0.0,1033.0,1654.0,413.0,418.0,347.0,0.0,0.0,,692.0,0.0,1589.0,0.0,0.0,482.0
2022-06-01 03:15:00+00:00,,,,,510.0,125.0,,596.0,,,,890.0,,0.0,97.0,,,,,,,,0.0,,,,,,,559.0,0.0,977.0,,,0.0,,,,,,,,,,,,,,,,,,1001.0,,,995.0,,,,,,,,,,,0.0,,63.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,1798.0,,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,0.0,,,,,,,,
2022-06-01 03:30:00+00:00,,,,,501.0,113.0,,582.0,,,,841.0,,0.0,105.0,,,,,,,,0.0,,,,,,,497.0,0.0,997.0,,,0.0,,,,,,,,,,,,,,,,,,1001.0,,,994.0,,,,,,,,,,,0.0,,57.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,1950.0,,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,0.0,,,,,,,,
2022-06-01 03:45:00+00:00,,,,,426.0,144.0,,598.0,,,,890.0,,0.0,127.0,,,,,,,,0.0,,,,,,,548.0,0.0,877.0,,,0.0,,,,,,,,,,,,,,,,,,1001.0,,,1014.0,,,,,,,,,,,0.0,,85.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,2045.0,,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,0.0,,,,,,,,
2022-06-01 04:00:00+00:00,0.0,90.0,0.0,0.0,608.0,241.0,180.0,394.0,356.0,290.0,0.0,1002.0,33.0,0.0,123.0,304.0,412.0,399.0,284.0,492.0,294.0,242.0,277.0,0.0,1676.0,1324.0,448.0,0.0,1248.0,419.0,0.0,220.0,402.0,0.0,0.0,1389.0,77.0,0.0,0.0,0.0,745.0,0.0,153.0,996.0,0.0,0.0,79.0,197.0,1452.0,1041.0,0.0,1942.0,1001.0,2869.0,0.0,1053.0,0.0,162.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,240.0,9.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,411.0,1.0,1.0,482.0,244.0,0.0,327.0,0.0,0.0,0.0,2402.0,0.0,0.0,0.0,951.0,65.0,18.0,0.0,1044.0,998.0,0.0,242.0,0.0,888.0,185.0,0.0,22.0,433.0,88.0,0.0,160.0,103.0,0.0,10.0,0.0,993.0,1859.0,413.0,87.0,347.0,0.0,0.0,,603.0,0.0,1273.0,0.0,0.0,480.0
2022-06-01 04:15:00+00:00,,,,,576.0,324.0,,582.0,,,,961.0,,0.0,142.0,,,,,,,,479.0,,,,,,,758.0,0.0,150.0,,,0.0,,,,,,,,,,,,,,,,,,1001.0,,,1054.0,,,,,,,,,,,0.0,,2.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,2670.0,,0.0,,,,,,,,,,,,,,15.0,,,,,,,,,,,,,,0.0,,,,,,,,
2022-06-01 04:30:00+00:00,,,,,544.0,393.0,,690.0,,,,911.0,,0.0,115.0,,,,,,,,531.0,,,,,,,987.0,0.0,140.0,,,0.0,,,,,,,,,,,,,,,,,,1000.0,,,1053.0,,,,,,,,,,,0.0,,3.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,2731.0,,0.0,,,,,,,,,,,,,,52.0,,,,,,,,,,,,,,0.0,,,,,,,,
2022-06-01 04:45:00+00:00,,,,,570.0,356.0,,718.0,,,,869.0,,0.0,107.0,,,,,,,,560.0,,,,,,,1075.0,0.0,120.0,,,0.0,,,,,,,,,,,,,,,,,,1000.0,,,1053.0,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,2801.0,,0.0,,,,,,,,,,,,,,120.0,,,,,,,,,,,,,,0.0,,,,,,,,
2022-06-01 05:00:00+00:00,0.0,142.0,0.0,0.0,519.0,476.0,187.0,611.0,328.0,307.0,0.0,780.0,146.0,0.0,109.0,230.0,338.0,386.0,351.0,549.0,242.0,86.0,1082.0,731.0,1994.0,1272.0,316.0,0.0,1342.0,892.0,0.0,0.0,354.0,0.0,0.0,1403.0,44.0,0.0,0.0,0.0,781.0,0.0,0.0,931.0,0.0,0.0,0.0,0.0,1171.0,542.0,0.0,1903.0,1000.0,2859.0,0.0,1054.0,0.0,274.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,199.0,0.0,0.0,,0.0,18.0,0.0,0.0,0.0,0.0,0.0,91.0,0.0,0.0,0.0,0.0,0.0,0.0,430.0,0.0,94.0,599.0,273.0,0.0,122.0,0.0,0.0,0.0,3121.0,0.0,0.0,0.0,952.0,65.0,421.0,0.0,834.0,900.0,0.0,348.0,0.0,819.0,944.0,0.0,90.0,146.0,27.0,0.0,156.0,78.0,0.0,21.0,0.0,714.0,1899.0,378.0,78.0,347.0,0.0,147.0,,776.0,0.0,1173.0,0.0,0.0,397.0
2022-06-01 05:15:00+00:00,,,,,608.0,468.0,,632.0,,,,714.0,,0.0,120.0,,,,,,,,1069.0,,,,,,,940.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,1000.0,,,1054.0,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,3166.0,,0.0,,,,,,,,,,,,,,107.0,,,,,,,,,,,,,,0.0,,,,,,,,
2022-06-01 05:30:00+00:00,,,,,671.0,421.0,,705.0,,,,664.0,,0.0,94.0,,,,,,,,918.0,,,,,,,1050.0,0.0,66.0,,,0.0,,,,,,,,,,,,,,,,,,1000.0,,,1053.0,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,3085.0,,0.0,,,,,,,,,,,,,,131.0,,,,,,,,,,,,,,0.0,,,,,,,,
2022-06-01 05:45:00+00:00,,,,,713.0,420.0,,736.0,,,,599.0,,0.0,60.0,,,,,,,,795.0,,,,,,,1077.0,0.0,95.0,,,0.0,,,,,,,,,,,,,,,,,,967.0,,,953.0,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,2895.0,,0.0,,,,,,,,,,,,,,130.0,,,,,,,,,,,,,,0.0,,,,,,,,
2022-06-01 06:00:00+00:00,0.0,187.0,197.0,0.0,772.0,435.0,212.0,878.0,288.0,258.0,0.0,50.0,571.0,0.0,50.0,0.0,346.0,407.0,354.0,575.0,268.0,0.0,556.0,1068.0,2541.0,1303.0,219.0,0.0,1442.0,1446.0,50.0,212.0,497.0,123.0,0.0,1532.0,0.0,0.0,0.0,0.0,773.0,49.0,0.0,844.0,0.0,0.0,0.0,0.0,282.0,148.0,0.0,1961.0,407.0,2315.0,80.0,443.0,0.0,307.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,448.0,0.0,21.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,449.0,0.0,124.0,598.0,264.0,0.0,87.0,0.0,0.0,332.0,2319.0,18.0,0.0,0.0,952.0,65.0,684.0,0.0,767.0,858.0,0.0,361.0,0.0,809.0,744.0,0.0,146.0,116.0,85.0,0.0,134.0,4.0,0.0,37.0,0.0,632.0,1837.0,404.0,17.0,347.0,0.0,60.0,,954.0,0.0,1185.0,0.0,0.0,396.0
2022-06-01 06:15:00+00:00,,,,,753.0,506.0,,888.0,,,,117.0,,0.0,117.0,,,,,,,,575.0,,,,,,,1464.0,57.0,217.0,,,0.0,,,,,,,,,,,,,,,,,,377.0,,,443.0,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,2479.0,,0.0,,,,,,,,,,,,,,137.0,,,,,,,,,,,,,,0.0,,,,,,,,
2022-06-01 06:30:00+00:00,,,,,784.0,533.0,,854.0,,,,113.0,,0.0,113.0,,,,,,,,470.0,,,,,,,1510.0,58.0,183.0,,,0.0,,,,,,,,,,,,,,,,,,377.0,,,444.0,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,2353.0,,0.0,,,,,,,,,,,,,,140.0,,,,,,,,,,,,,,0.0,,,,,,,,
2022-06-01 06:45:00+00:00,,,,,919.0,489.0,,862.0,,,,139.0,,0.0,139.0,,,,,,,,247.0,,,,,,,1409.0,28.0,211.0,,,0.0,,,,,,,,,,,,,,,,,,351.0,,,295.0,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,2214.0,,0.0,,,,,,,,,,,,,,134.0,,,,,,,,,,,,,,0.0,,,,,,,,
2022-06-01 07:00:00+00:00,0.0,139.0,295.0,0.0,886.0,483.0,240.0,1067.0,290.0,229.0,0.0,150.0,1216.0,158.0,57.0,0.0,383.0,432.0,310.0,554.0,290.0,0.0,225.0,543.0,2536.0,1328.0,88.0,0.0,1504.0,2078.0,0.0,837.0,618.0,729.0,0.0,1609.0,1.0,0.0,0.0,0.0,733.0,288.0,375.0,736.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1929.0,0.0,1254.0,350.0,0.0,0.0,261.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,0.0,749.0,0.0,118.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0,407.0,0.0,59.0,466.0,201.0,0.0,134.0,0.0,0.0,1182.0,1256.0,69.0,144.0,0.0,952.0,66.0,687.0,0.0,939.0,770.0,0.0,305.0,0.0,778.0,130.0,0.0,136.0,200.0,141.0,0.0,103.0,0.0,0.0,83.0,0.0,857.0,1706.0,413.0,0.0,347.0,0.0,0.0,,1021.0,0.0,1215.0,0.0,0.0,422.0
2022-06-01 07:15:00+00:00,,,,,796.0,544.0,,1086.0,,,,206.0,,184.0,57.0,,,,,,,,198.0,,,,,,,1875.0,0.0,1078.0,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,1379.0,,143.0,,,,,,,,,,,,,,87.0,,,,,,,,,,,,,,0.0,,,,,,,,
2022-06-01 07:30:00+00:00,,,,,798.0,572.0,,1097.0,,,,164.0,,184.0,35.0,,,,,,,,203.0,,,,,,,1755.0,0.0,1167.0,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,1318.0,,143.0,,,,,,,,,,,,,,56.0,,,,,,,,,,,,,,0.0,,,,,,,,
2022-06-01 07:45:00+00:00,,,,,811.0,516.0,,1079.0,,,,191.0,,166.0,50.0,,,,,,,,188.0,,,,,,,1788.0,0.0,1253.0,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,1263.0,,245.0,,,,,,,,,,,,,,71.0,,,,,,,,,,,,,,0.0,,,,,,,,
2022-06-01 08:00:00+00:00,0.0,52.0,399.0,0.0,480.0,500.0,229.0,1159.0,141.0,320.0,0.0,251.0,1298.0,0.0,65.0,0.0,389.0,424.0,233.0,481.0,264.0,0.0,79.0,0.0,2426.0,1538.0,4.0,0.0,1660.0,2329.0,0.0,1851.0,990.0,432.0,0.0,1547.0,84.0,0.0,0.0,0.0,592.0,1194.0,580.0,478.0,0.0,0.0,0.0,787.0,0.0,0.0,0.0,2206.0,273.0,1156.0,468.0,0.0,0.0,235.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,0.0,976.0,21.0,224.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,279.0,20.0,36.0,456.0,117.0,0.0,171.0,0.0,0.0,493.0,1204.0,0.0,769.0,0.0,945.0,66.0,555.0,0.0,1070.0,699.0,0.0,491.0,0.0,820.0,0.0,0.0,20.0,394.0,116.0,0.0,40.0,0.0,0.0,112.0,0.0,1061.0,1609.0,413.0,0.0,338.0,0.0,0.0,,968.0,0.0,1418.0,0.0,0.0,453.0
2022-06-01 08:15:00+00:00,,,,,497.0,575.0,,1229.0,,,,293.0,,0.0,72.0,,,,,,,,11.0,,,,,,,2386.0,0.0,1915.0,,,0.0,,,,,,,,,,,,,,,,,,290.0,,,0.0,,,,,,,,,,,0.0,,76.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,1366.0,,769.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,0.0,,,,,,,,
2022-06-01 08:30:00+00:00,,,,,511.0,527.0,,1199.0,,,,394.0,,0.0,75.0,,,,,,,,14.0,,,,,,,2344.0,0.0,1913.0,,,0.0,,,,,,,,,,,,,,,,,,290.0,,,0.0,,,,,,,,,,,0.0,,78.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,1254.0,,769.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,0.0,,,,,,,,
